name	Px	Py	Pz	Ox	Oy	Oz	Units
PL1(Z)	-3.563809e-02	3.770994e-02	6.370660e-02	4.008121e-01	-3.527011e-01	-8.455481e-01	m
PL2(X)	-6.456536e-02	1.173842e-02	5.435720e-02	-2.299920e-01	-9.606558e-01	1.557050e-01	m
PL2(Y)	-6.456536e-02	1.173842e-02	5.435720e-02	7.261787e-01	-6.289037e-02	6.846234e-01	m
PL2(Z)	-6.456536e-02	1.173842e-02	5.435720e-02	6.478950e-01	-2.705280e-01	-7.120720e-01	m
PL3(X)	-8.451572e-02	1.497752e-02	2.375675e-02	2.840511e-01	9.580842e-01	3.727801e-02	m
PL3(Y)	-8.451572e-02	1.497752e-02	2.375675e-02	-2.949926e-01	1.243203e-01	-9.473774e-01	m
PL3(Z)	-8.451572e-02	1.497752e-02	2.375675e-02	9.123019e-01	-2.581060e-01	-3.179410e-01	m
PL4(X)	-3.578827e-02	1.699855e-03	7.529666e-02	1.232120e-01	9.790748e-01	-1.619610e-01	m
PL4(Y)	-3.578827e-02	1.699855e-03	7.529666e-02	-9.153222e-01	4.906597e-02	-3.997222e-01	m
PL4(Z)	-3.578827e-02	1.699855e-03	7.529666e-02	3.834112e-01	-1.974971e-01	-9.022144e-01	m
PL5(X)	-6.379724e-02	-2.509628e-02	6.176769e-02	-1.455201e-02	-9.963335e-01	-8.430804e-02	m
PL5(Y)	-6.379724e-02	-2.509628e-02	6.176769e-02	7.673812e-01	-6.518344e-02	6.378693e-01	m
PL5(Z)	-6.379724e-02	-2.509628e-02	6.176769e-02	6.410260e-01	5.541500e-02	-7.655160e-01	m
PL6(X)	-8.652734e-02	-2.426309e-02	3.050434e-02	-4.487600e-02	9.850699e-01	1.662030e-01	m
PL6(Y)	-8.652734e-02	-2.426309e-02	3.050434e-02	-3.553568e-01	1.397484e-01	-9.242250e-01	m
PL6(Z)	-8.652734e-02	-2.426309e-02	3.050434e-02	9.336529e-01	1.005370e-01	-3.437799e-01	m
PL7(X)	-3.189687e-02	-3.602615e-02	7.833256e-02	-1.319000e-02	9.905037e-01	1.368520e-01	m
PL7(Y)	-3.189687e-02	-3.602615e-02	7.833256e-02	-9.478775e-01	3.119011e-02	-3.171048e-01	m
PL7(Z)	-3.189687e-02	-3.602615e-02	7.833256e-02	3.183619e-01	1.339010e-01	-9.384648e-01	m
PL8(X)	-5.109861e-02	-5.962884e-02	6.018119e-02	-2.308209e-01	8.669406e-01	4.417418e-01	m
PL8(Y)	-5.109861e-02	-5.962884e-02	6.018119e-02	-8.185169e-01	7.245657e-02	-5.698948e-01	m
PL8(Z)	-5.109861e-02	-5.962884e-02	6.018119e-02	5.260719e-01	4.931169e-01	-6.928809e-01	m
PL9(X)	-7.244974e-02	-6.173583e-02	3.225801e-02	4.026310e-01	-8.438650e-01	-3.546550e-01	m
PL9(Y)	-7.244974e-02	-6.173583e-02	3.225801e-02	4.908016e-01	-1.280237e-01	8.618142e-01	m
PL9(Z)	-7.244974e-02	-6.173583e-02	3.225801e-02	7.726592e-01	5.210581e-01	-3.626241e-01	m
OL1(X)	-1.932710e-02	-7.442171e-02	6.245254e-02	1.388900e-01	-7.141379e-01	-6.860879e-01	m
OL1(Y)	-1.932710e-02	-7.442171e-02	6.245254e-02	9.767476e-01	-1.547069e-02	2.138336e-01	m
OL1(Z)	-1.932710e-02	-7.442171e-02	6.245254e-02	1.633210e-01	6.998339e-01	-6.953839e-01	m
OL2(X)	-4.051669e-02	-8.688700e-02	3.508246e-02	-4.599558e-01	5.551767e-01	6.929787e-01	m
OL2(Y)	-4.051669e-02	-8.688700e-02	3.508246e-02	-8.083443e-01	6.115806e-02	-5.855247e-01	m
OL2(Z)	-4.051669e-02	-8.688700e-02	3.508246e-02	3.674509e-01	8.294809e-01	-4.206439e-01	m
OL3(X)	-5.919740e-02	-8.592126e-02	2.103592e-03	7.185090e-01	-6.295470e-01	-2.956610e-01	m
OL3(Y)	-5.919740e-02	-8.592126e-02	2.103592e-03	2.799274e-01	-1.273937e-01	9.515311e-01	m
OL3(Z)	-5.919740e-02	-8.592126e-02	2.103592e-03	6.366991e-01	7.664471e-01	-8.469401e-02	m
OL4(X)	-7.025244e-02	-7.570745e-02	-3.408417e-02	-6.283848e-01	7.772917e-01	3.082499e-02	m
OL4(Y)	-7.025244e-02	-7.570745e-02	-3.408417e-02	-1.932081e-02	2.401857e-02	-9.995248e-01	m
OL4(Z)	-7.025244e-02	-7.570745e-02	-3.408417e-02	7.776627e-01	6.286817e-01	7.499997e-05	m
OL5(X)	-2.193628e-02	-1.025754e-01	6.435857e-03	4.949809e-01	-2.872520e-01	-8.200489e-01	m
OL5(Y)	-2.193628e-02	-1.025754e-01	6.435857e-03	8.502307e-01	-3.448797e-02	5.252793e-01	m
OL5(Z)	-2.193628e-02	-1.025754e-01	6.435857e-03	1.791690e-01	9.572342e-01	-2.271590e-01	m
OL6(X)	-3.953093e-02	-9.960261e-02	-2.894608e-02	8.834567e-01	-4.393119e-01	-1.628169e-01	m
OL6(Y)	-3.953093e-02	-9.960261e-02	-2.894608e-02	1.689958e-01	-2.531624e-02	9.852916e-01	m
OL6(Z)	-3.953093e-02	-9.960261e-02	-2.894608e-02	4.369720e-01	8.979779e-01	-5.187600e-02	m
TL1(X)	-8.433132e-02	4.069124e-02	-4.092335e-02	2.779781e-01	9.586233e-01	-6.139702e-02	m
TL1(Y)	-8.433132e-02	4.069124e-02	-4.092335e-02	-1.091261e-01	-3.198762e-02	-9.935131e-01	m
TL1(Z)	-8.433132e-02	4.069124e-02	-4.092335e-02	9.543687e-01	-2.828749e-01	-9.571897e-02	m
TL2(X)	-8.839479e-02	2.080033e-02	-1.001000e-02	-2.494600e-01	-9.636641e-01	-9.550501e-02	m
TL2(Y)	-8.839479e-02	2.080033e-02	-1.001000e-02	7.133180e-03	-1.004489e-01	9.949167e-01	m
TL2(Z)	-8.839479e-02	2.080033e-02	-1.001000e-02	9.683588e-01	-2.475109e-01	-3.193199e-02	m
TL3(X)	-9.397482e-02	8.195872e-04	-4.599227e-02	1.857091e-01	9.819634e-01	-3.549602e-02	m
TL3(Y)	-9.397482e-02	8.195872e-04	-4.599227e-02	-2.734804e-02	-3.094510e-02	-9.991469e-01	m
TL3(Z)	-9.397482e-02	8.195872e-04	-4.599227e-02	9.822242e-01	-1.865210e-01	-2.110800e-02	m
TL4(X)	-9.348080e-02	-1.593345e-02	-7.293695e-03	1.920601e-02	-9.950273e-01	-9.773303e-02	m
TL4(Y)	-9.348080e-02	-1.593345e-02	-7.293695e-03	8.685436e-02	-9.572108e-02	9.916117e-01	m
TL4(Z)	-9.348080e-02	-1.593345e-02	-7.293695e-03	9.960359e-01	2.753400e-02	-8.458399e-02	m
TL5(X)	-8.960307e-02	-4.157921e-02	-3.918208e-02	-3.978688e-01	9.174306e-01	4.633998e-03	m
TL5(Y)	-8.960307e-02	-4.157921e-02	-3.918208e-02	-2.043366e-02	-3.811644e-03	-9.997839e-01	m
TL5(Z)	-8.960307e-02	-4.157921e-02	-3.918208e-02	9.172150e-01	3.978770e-01	-2.026300e-02	m
TL6(X)	-8.327823e-02	-5.368572e-02	-2.848004e-03	-4.077540e-01	8.990860e-01	1.593140e-01	m
TL6(Y)	-8.327823e-02	-5.368572e-02	-2.848004e-03	-8.172747e-02	1.378405e-01	-9.870768e-01	m
TL6(Z)	-8.327823e-02	-5.368572e-02	-2.848004e-03	9.094269e-01	4.155049e-01	-1.727500e-02	m
FR1(X)	3.955708e-02	9.742438e-02	-1.727516e-02	8.218190e-01	-4.953810e-01	2.814450e-01	m
FR1(Y)	3.955708e-02	9.742438e-02	-1.727516e-02	3.359308e-01	2.232530e-02	-9.416220e-01	m
FR1(Z)	3.955708e-02	9.742438e-02	-1.727516e-02	-4.601780e-01	-8.683891e-01	-1.847610e-01	m
FR2(X)	6.776342e-02	7.392950e-02	-2.712614e-02	5.788211e-01	-8.093642e-01	9.947702e-02	m
FR2(Y)	6.776342e-02	7.392950e-02	-2.712614e-02	1.735369e-01	3.063666e-03	-9.848226e-01	m
FR2(Z)	6.776342e-02	7.392950e-02	-2.712614e-02	-7.967756e-01	-5.872987e-01	-1.422279e-01	m
FR3(X)	2.425454e-02	9.440612e-02	1.871558e-02	-5.154680e-01	4.971280e-01	-6.979660e-01	m
FR3(Y)	2.425454e-02	9.440612e-02	1.871558e-02	-8.167217e-01	-3.850739e-02	5.757455e-01	m
FR3(Z)	2.425454e-02	9.440612e-02	1.871558e-02	-2.593422e-01	-8.668225e-01	-4.258643e-01	m
FR4(X)	5.606682e-02	7.736240e-02	1.256545e-02	-6.540170e-01	7.400730e-01	-1.566960e-01	m
FR4(Y)	5.606682e-02	7.736240e-02	1.256545e-02	-3.268385e-01	-8.963333e-02	9.408201e-01	m
FR4(Z)	5.606682e-02	7.736240e-02	1.256545e-02	-6.822300e-01	-6.665270e-01	-3.005060e-01	m
FR5(X)	7.804611e-02	5.031146e-02	1.267837e-03	-4.396782e-01	8.977284e-01	2.769201e-02	m
FR5(Y)	7.804611e-02	5.031146e-02	1.267837e-03	-1.318722e-01	-9.502328e-02	9.867017e-01	m
FR5(Z)	7.804611e-02	5.031146e-02	1.267837e-03	-8.884216e-01	-4.301793e-01	-1.601651e-01	m
FR6(X)	3.453152e-02	6.995197e-02	4.557112e-02	3.614599e-01	-7.943488e-01	4.882179e-01	m
FR6(Y)	3.453152e-02	6.995197e-02	4.557112e-02	8.402417e-01	5.054291e-02	-5.398512e-01	m
FR6(Z)	3.453152e-02	6.995197e-02	4.557112e-02	-4.041540e-01	-6.053560e-01	-6.857140e-01	m
FR7(X)	6.408178e-02	4.673016e-02	3.769803e-02	3.787399e-01	-9.045558e-01	1.957930e-01	m
FR7(Y)	6.408178e-02	4.673016e-02	3.769803e-02	5.950014e-01	7.593906e-02	-8.001291e-01	m
FR7(Z)	6.408178e-02	4.673016e-02	3.769803e-02	-7.088931e-01	-4.195380e-01	-5.669731e-01	m
PR1(X)	3.592492e-02	3.793016e-02	6.395077e-02	-1.899540e-01	9.344451e-01	-3.012140e-01	m
PR1(Y)	3.592492e-02	3.793016e-02	6.395077e-02	-8.990426e-01	-4.227429e-02	4.358156e-01	m
PR1(Z)	3.592492e-02	3.793016e-02	6.395077e-02	-3.945119e-01	-3.535900e-01	-8.481359e-01	m
PR2(X)	6.499585e-02	1.191739e-02	5.481277e-02	-2.265989e-01	9.605605e-01	-1.611719e-01	m
PR2(Y)	6.499585e-02	1.191739e-02	5.481277e-02	-7.327092e-01	-5.909168e-02	6.779715e-01	m
PR2(Z)	6.499585e-02	1.191739e-02	5.481277e-02	-6.417087e-01	-2.717199e-01	-7.172017e-01	m
PR3(X)	8.536042e-02	1.519368e-02	2.403249e-02	2.851569e-01	-9.578926e-01	-3.357698e-02	m
PR3(Y)	8.536042e-02	1.519368e-02	2.403249e-02	2.999898e-01	1.224663e-01	-9.460487e-01	m
PR3(Z)	8.536042e-02	1.519368e-02	2.403249e-02	-9.103252e-01	-2.596991e-01	-3.222801e-01	m
PR4(X)	3.590988e-02	1.776187e-03	7.564141e-02	1.182179e-01	-9.791045e-01	1.654659e-01	m
PR4(Y)	3.590988e-02	1.776187e-03	7.564141e-02	9.192818e-01	4.491204e-02	-3.910293e-01	m
PR4(Z)	3.590988e-02	1.776187e-03	7.564141e-02	-3.754272e-01	-1.983361e-01	-9.053824e-01	m
PR5(X)	6.422801e-02	-2.515246e-02	6.223631e-02	-1.231200e-02	9.965982e-01	8.148902e-02	m
PR5(Y)	6.422801e-02	-2.515246e-02	6.223631e-02	-7.725865e-01	-6.121743e-02	6.319513e-01	m
PR5(Z)	6.422801e-02	-2.515246e-02	6.223631e-02	-6.347901e-01	5.517601e-02	-7.707121e-01	m
PR6(X)	8.743474e-02	-2.437155e-02	3.072078e-02	-4.587800e-02	-9.852111e-01	-1.650890e-01	m
PR6(Y)	8.743474e-02	-2.437155e-02	3.072078e-02	3.585078e-01	1.380149e-01	-9.232681e-01	m
PR6(Z)	8.743474e-02	-2.437155e-02	3.072078e-02	-9.323987e-01	1.015440e-01	-3.468739e-01	m
PR7(X)	3.196979e-02	-3.607333e-02	7.863448e-02	-1.521800e-02	-9.907521e-01	-1.348280e-01	m
PR7(Y)	3.196979e-02	-3.607333e-02	7.863448e-02	9.501489e-01	2.766957e-02	-3.105664e-01	m
PR7(Z)	3.196979e-02	-3.607333e-02	7.863448e-02	-3.114250e-01	1.328330e-01	-9.409410e-01	m
PR8(X)	5.143735e-02	-6.001693e-02	6.040818e-02	-2.330441e-01	-8.650394e-01	-4.442942e-01	m
PR8(Y)	5.143735e-02	-6.001693e-02	6.040818e-02	8.219964e-01	6.890117e-02	-5.653093e-01	m
PR8(Z)	5.143735e-02	-6.001693e-02	6.040818e-02	-5.196272e-01	4.969502e-01	-6.950022e-01	m
PR9(X)	7.304942e-02	-6.213895e-02	3.254009e-02	4.060099e-01	8.411917e-01	3.571449e-01	m
PR9(Y)	7.304942e-02	-6.213895e-02	3.254009e-02	-4.967337e-01	-1.248966e-01	8.588693e-01	m
PR9(Z)	7.304942e-02	-6.213895e-02	3.254009e-02	-7.670797e-01	5.261158e-01	-3.671388e-01	m
OR1(X)	1.949839e-02	-7.449230e-02	6.256766e-02	1.373690e-01	7.140449e-01	6.864909e-01	m
OR1(Y)	1.949839e-02	-7.449230e-02	6.256766e-02	-9.781218e-01	-1.152558e-02	2.077134e-01	m
OR1(Z)	1.949839e-02	-7.449230e-02	6.256766e-02	-1.562290e-01	7.000048e-01	-6.968398e-01	m
OR2(X)	4.075929e-02	-8.716473e-02	3.517632e-02	-4.573900e-01	-5.502080e-01	-6.986169e-01	m
OR2(Y)	4.075929e-02	-8.716473e-02	3.517632e-02	8.146143e-01	5.583624e-02	-5.773091e-01	m
OR2(Z)	4.075929e-02	-8.716473e-02	3.517632e-02	-3.566480e-01	8.331590e-01	-4.226680e-01	m
OR3(X)	5.963478e-02	-8.637275e-02	2.162786e-03	7.216087e-01	6.247847e-01	2.982029e-01	m
OR3(Y)	5.963478e-02	-8.637275e-02	2.162786e-03	-2.838307e-01	-1.258828e-01	9.505754e-01	m
OR3(Z)	5.963478e-02	-8.637275e-02	2.162786e-03	-6.314437e-01	7.705826e-01	-8.649495e-02	m
OR4(X)	7.088214e-02	-7.616416e-02	-3.406234e-02	-6.335957e-01	-7.730257e-01	-3.142799e-02	m
OR4(Y)	7.088214e-02	-7.616416e-02	-3.406234e-02	2.081930e-02	2.357156e-02	-9.995053e-01	m
OR4(Z)	7.088214e-02	-7.616416e-02	-3.406234e-02	-7.733839e-01	6.339369e-01	-1.159000e-03	m
OR5(X)	2.192426e-02	-1.027498e-01	6.487586e-03	4.844502e-01	2.830241e-01	8.277713e-01	m
OR5(Y)	2.192426e-02	-1.027498e-01	6.487586e-03	-8.581406e-01	-3.014085e-02	5.125292e-01	m
OR5(Z)	2.192426e-02	-1.027498e-01	6.487586e-03	-1.700080e-01	9.586390e-01	-2.282730e-01	m
OR6(X)	3.967289e-02	-9.999981e-02	-2.890345e-02	8.882888e-01	4.272729e-01	1.684660e-01	m
OR6(Y)	3.967289e-02	-9.999981e-02	-2.890345e-02	-1.751374e-01	-2.396686e-02	9.842522e-01	m
OR6(Z)	3.967289e-02	-9.999981e-02	-2.890345e-02	-4.245820e-01	9.038050e-01	-5.354200e-02	m
TR1(X)	8.525401e-02	4.092346e-02	-4.084439e-02	2.796400e-01	-9.581060e-01	6.192300e-02	m
TR1(Y)	8.525401e-02	4.092346e-02	-4.084439e-02	1.096866e-01	-3.219300e-02	-9.934447e-01	m
TR1(Z)	8.525401e-02	4.092346e-02	-4.084439e-02	-9.538188e-01	-2.845989e-01	-9.608898e-02	m
TR2(X)	8.933920e-02	2.101501e-02	-9.987809e-03	-2.502719e-01	9.634596e-01	9.544396e-02	m
TR2(Y)	8.933920e-02	2.101501e-02	-9.987809e-03	-7.158291e-03	-1.004200e-01	9.949194e-01	m
TR2(Z)	8.933920e-02	2.101501e-02	-9.987809e-03	-9.681492e-01	-2.483170e-01	-3.202901e-02	m
TR3(X)	9.495802e-02	9.063877e-04	-4.598437e-02	1.862510e-01	-9.818562e-01	3.562201e-02	m
TR3(Y)	9.495802e-02	9.063877e-04	-4.598437e-02	2.745257e-02	-3.104155e-02	-9.991410e-01	m
TR3(Z)	9.495802e-02	9.063877e-04	-4.598437e-02	-9.821188e-01	-1.870680e-01	-2.117300e-02	m
TR4(X)	9.447460e-02	-1.594917e-02	-7.222619e-03	1.943200e-02	9.950310e-01	9.765100e-02	m
TR4(Y)	9.447460e-02	-1.594917e-02	-7.222619e-03	-8.698327e-02	-9.561662e-02	9.916105e-01	m
TR4(Z)	9.447460e-02	-1.594917e-02	-7.222619e-03	-9.960202e-01	2.776301e-02	-8.469302e-02	m
TR5(X)	9.047498e-02	-4.187357e-02	-3.915481e-02	-4.001362e-01	-9.164435e-01	-4.718003e-03	m
TR5(Y)	9.047498e-02	-4.187357e-02	-3.915481e-02	2.011595e-02	-3.635909e-03	-9.997910e-01	m
TR5(Z)	9.047498e-02	-4.187357e-02	-3.915481e-02	-9.162347e-01	4.001479e-01	-1.988999e-02	m
TR6(X)	8.411704e-02	-5.404124e-02	-2.825279e-03	-4.097570e-01	-8.981640e-01	-1.593760e-01	m
TR6(Y)	8.411704e-02	-5.404124e-02	-2.825279e-03	8.194315e-02	1.377681e-01	-9.870690e-01	m
TR6(Z)	8.411704e-02	-5.404124e-02	-2.825279e-03	-9.085069e-01	4.175179e-01	-1.714700e-02	m
FC1(X)	5.679901e-05	1.055386e-01	-1.223428e-02	-3.559899e-02	-1.928629e-01	9.805797e-01	m
FC1(Y)	5.679901e-05	1.055386e-01	-1.223428e-02	9.993575e-01	-2.777781e-03	3.573436e-02	m
FC1(Z)	5.679901e-05	1.055386e-01	-1.223428e-02	4.167999e-03	-9.812218e-01	-1.928380e-01	m
FC2(X)	6.190992e-06	8.360918e-02	4.202154e-02	1.262300e-02	6.371332e-01	-7.706503e-01	m
FC2(Y)	6.190992e-06	8.360918e-02	4.202154e-02	-9.999006e-01	3.199477e-03	-1.373289e-02	m
FC2(Z)	6.190992e-06	8.360918e-02	4.202154e-02	6.284001e-03	-7.707472e-01	-6.371101e-01	m
PC1(X)	1.906820e-04	5.761204e-02	6.312381e-02	-4.274002e-03	-8.721285e-01	4.892583e-01	m
PC1(Y)	1.906820e-04	5.761204e-02	6.312381e-02	9.999853e-01	-2.093340e-03	5.004060e-03	m
PC1(Z)	1.906820e-04	5.761204e-02	6.312381e-02	3.339998e-03	-4.892727e-01	-8.721245e-01	m
PC2(X)	2.482390e-04	2.646987e-02	7.661252e-02	3.651001e-03	9.432603e-01	-3.320341e-01	m
PC2(Y)	2.482390e-04	2.646987e-02	7.661252e-02	-9.999884e-01	2.396600e-03	-4.187343e-03	m
PC2(Z)	2.482390e-04	2.646987e-02	7.661252e-02	3.154000e-03	-3.320460e-01	-9.432579e-01	m
PC3(X)	1.498100e-04	-1.264048e-02	8.545145e-02	-3.233999e-03	-9.981925e-01	6.000997e-02	m
PC3(Y)	1.498100e-04	-1.264048e-02	8.545145e-02	9.999833e-01	-2.941162e-03	4.967480e-03	m
PC3(Z)	1.498100e-04	-1.264048e-02	8.545145e-02	4.782002e-03	-6.002503e-02	-9.981854e-01	m
PC4(X)	3.537501e-05	-5.203368e-02	7.959648e-02	6.449999e-04	9.232509e-01	3.841970e-01	m
PC4(Y)	3.537501e-05	-5.203368e-02	7.959648e-02	-9.999879e-01	2.466145e-03	-4.247505e-03	m
PC4(Z)	3.537501e-05	-5.203368e-02	7.959648e-02	4.868998e-03	3.841889e-01	-9.232417e-01	m
OC1(X)	5.952900e-05	-9.415698e-02	3.647376e-02	2.707001e-03	-4.436011e-01	-8.962202e-01	m
OC1(Y)	5.952900e-05	-9.415698e-02	3.647376e-02	9.999899e-01	-2.024696e-03	4.022594e-03	m
OC1(Z)	5.952900e-05	-9.415698e-02	3.647376e-02	3.599000e-03	8.962221e-01	-4.435910e-01	m
OC2(X)	1.749070e-04	-1.085946e-01	-2.803004e-02	-2.741100e-02	6.700699e-02	9.973759e-01	m
OC2(Y)	1.749070e-04	-1.085946e-01	-2.803004e-02	-9.996124e-01	3.016498e-03	-2.767512e-02	m
OC2(Z)	1.749070e-04	-1.085946e-01	-2.803004e-02	4.863000e-03	9.977480e-01	-6.689800e-02	m
